,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,InquiriesLast6Months,TotalInquiries,BankcardUtilization,TotalTrades,LoanOriginalAmount,MonthlyLoanPayment,DebtToIncomeRatio,LoanOriginalAmount
112038,C,36,Chargedoff,2009-08-15 00:00:00,0.35473000000000005,0.3305,0.3205,GA,Realtor,Full-time,87.0,True,"$50,000-74,999",True,4400.0,3.0,9.0,0.0,22.0,6500,286.91,0.25,6500
112049,C,36,Chargedoff,2011-01-14 00:00:00,0.18183,0.16,0.15,PA,Medical Technician,Full-time,401.0,True,"$25,000-49,999",True,3709.333333,4.0,17.0,0.95,47.0,3500,123.05,0.31,3500
112055,B,36,Completed,2010-08-10 00:00:00,0.27888,0.2635,0.2535,GA,Other,Full-time,24.0,False,"$25,000-49,999",True,3916.666667,5.0,9.0,0.53,10.0,10000,404.77,0.38,10000
112059,D,36,Completed,2010-04-09 00:00:00,0.24770999999999999,0.225,0.215,CA,Professional,Full-time,38.0,False,"$25,000-49,999",True,3750.0,3.0,10.0,0.86,23.0,1000,38.45,0.12,1000
112061,AA,36,Completed,2009-09-09 00:00:00,0.09176000000000001,0.0849,0.0799,NY,Fireman,Full-time,200.0,True,"$100,000+",True,8333.333333,2.0,2.0,0.07,35.0,4500,142.03,0.06,4500
112066,B,36,Completed,2010-07-15 00:00:00,0.14699,0.1399,0.1299,MD,Construction,Full-time,142.0,True,"$75,000-99,999",True,6700.0,2.0,16.0,0.6,10.0,9999,341.69,0.17,9999
112067,AA,36,Completed,2011-04-27 00:00:00,0.10444,0.0929,0.0829,NC,Skilled Labor,Full-time,409.0,True,"$25,000-49,999",True,2916.666667,1.0,9.0,0.41,30.0,1500,47.9,0.36,1500
112071,AA,36,Completed,2008-09-03 00:00:00,0.09688,0.09,0.085,IL,Other,Full-time,23.0,False,"$25,000-49,999",True,3583.333333,1.0,1.0,0.25,22.0,4500,143.1,0.26,4500
112085,D,36,Completed,2010-06-08 00:00:00,0.20735,0.2,0.18,CA,Other,Full-time,31.0,False,"$25,000-49,999",True,3035.166667,0.0,2.0,0.85,15.0,11500,427.38,0.25,11500
112089,E,36,Completed,2008-10-02 00:00:00,0.36623,0.35,0.34,OR,Analyst,Full-time,113.0,False,"$25,000-49,999",True,3083.333333,5.0,11.0,0.99,29.0,4499,203.52,0.43,4499
112129,B,36,Completed,2011-03-05 00:00:00,0.14218,0.128,0.118,NE,Other,Full-time,308.0,False,"$50,000-74,999",True,4166.666667,0.0,3.0,0.52,11.0,2000,67.2,0.19,2000
112143,B,36,Completed,2010-06-16 00:00:00,0.13504000000000002,0.128,0.118,MD,Computer Programmer,Full-time,58.0,True,"$50,000-74,999",True,5666.666667,2.0,10.0,0.96,21.0,12000,403.17,0.1,12000
112153,AA,36,Completed,2008-06-19 00:00:00,0.14709,0.14,0.135,WA,Teacher,Full-time,178.0,True,"$50,000-74,999",True,5250.0,1.0,4.0,0.73,23.0,9500,324.69,0.17,9500
112163,C,36,Completed,2008-12-26 00:00:00,0.16717,0.16,0.15,AZ,Teacher,Full-time,28.0,True,"$25,000-49,999",True,3333.333333,1.0,13.0,0.72,23.0,13000,457.04,0.34,13000
112167,C,36,Chargedoff,2010-02-24 00:00:00,0.17922000000000002,0.172,0.162,CA,Other,Full-time,33.0,False,"$75,000-99,999",True,7250.0,5.0,9.0,0.03,11.0,3500,125.13,0.08,3500
112170,C,36,Completed,2010-11-06 00:00:00,0.20032,0.193,0.183,WA,Computer Programmer,Full-time,122.0,True,"$100,000+",True,8677.75,4.0,9.0,0.99,18.0,8000,294.46,0.22,8000
112173,A,36,Completed,2010-11-29 00:00:00,0.11696,0.11,0.1,CO,Other,Self-employed,10.0,True,"$50,000-74,999",True,5833.333333,5.0,5.0,0.6,14.0,11000,360.13,0.11,11000
112177,A,36,Completed,2011-04-17 00:00:00,0.12453,0.1105,0.1005,DE,Accountant/CPA,Full-time,96.0,True,"$25,000-49,999",True,3583.333333,1.0,6.0,0.06,11.0,10000,327.62,0.19,10000
112182,C,36,Chargedoff,2009-04-18 00:00:00,0.17322,0.1515,0.1415,CA,Sales - Retail,Full-time,29.0,False,"$25,000-49,999",True,2083.333333,2.0,8.0,0.41,18.0,6500,225.8,0.38,6500
112185,B,36,Completed,2011-08-22 00:00:00,0.19402,0.1794,0.1694,NJ,Executive,Full-time,47.0,True,"$75,000-99,999",True,7416.666667,0.0,0.0,0.97,17.0,9999,361.19,0.39,9999
112195,HR,36,Completed,2009-09-05 00:00:00,0.17445,0.16,0.15,MT,Truck Driver,Full-time,37.0,False,"$50,000-74,999",True,4250.0,2.0,4.0,1.04,11.0,2300,80.86,0.17,2300
112199,D,36,Defaulted,2008-09-03 00:00:00,0.29775999999999997,0.29,0.265,TX,Other,Full-time,35.0,False,"$25,000-49,999",True,2828.0,2.0,9.0,0.95,33.0,9000,377.15,0.46,9000
112204,D,36,Completed,2010-09-10 00:00:00,0.24174,0.23,0.22,AZ,Clerical,Full-time,3.0,False,"$25,000-49,999",True,2916.666667,10.0,18.0,0.58,18.0,1600,61.94,0.03,1600
112205,B,36,Completed,2011-08-04 00:00:00,0.23892,0.2239,0.2139,GA,Teacher,Full-time,83.0,True,"$50,000-74,999",True,4583.333333,0.0,5.0,0.0,5.0,4000,153.57,0.11,4000
112208,E,36,Completed,2010-08-02 00:00:00,0.30564,0.29,0.28,CA,Sales - Commission,Full-time,78.0,True,"$100,000+",True,12500.0,16.0,71.0,1.72,30.0,3000,125.72,0.23,3000
112210,C,36,Chargedoff,2008-11-16 00:00:00,0.20735,0.2,0.19,AL,Waiter/Waitress,Full-time,20.0,False,"$1-24,999",True,1666.666667,5.0,16.0,0.0,11.0,2500,92.91,0.06,2500
112212,B,36,Completed,2011-03-19 00:00:00,0.19462000000000002,0.18,0.17,CA,Computer Programmer,Full-time,8.0,True,"$100,000+",True,18333.333333000002,3.0,20.0,0.77,37.0,15000,529.77,0.16,15000
112215,B,36,Defaulted,2009-05-03 00:00:00,0.26859,0.2533,0.2433,CA,Professional,Full-time,122.0,True,"$50,000-74,999",True,5000.0,7.0,29.0,0.94,35.0,7000,279.54,0.37,7000
112225,B,36,Completed,2011-08-27 00:00:00,0.22489,0.21,0.2,UT,Professional,Full-time,29.0,True,"$100,000+",True,9500.0,3.0,18.0,0.86,13.0,9800,367.91,0.18,9800
112226,A,36,Completed,2008-02-28 00:00:00,0.10627,0.0984,0.0934,MN,Other,Full-time,31.0,False,"$1-24,999",True,1223.833333,3.0,6.0,0.1,16.0,2200,70.82,0.57,2200
112231,E,36,Completed,2011-02-04 00:00:00,0.12105999999999999,0.1,0.09,VA,Construction,Full-time,75.0,False,"$25,000-49,999",True,2833.333333,0.0,0.0,0.0,15.0,12000,387.21,0.33,12000
112232,D,36,Completed,2011-04-02 00:00:00,0.17404,0.155,0.145,OH,Fireman,Full-time,75.0,True,"$75,000-99,999",True,6250.0,0.0,10.0,0.85,11.0,9500,234.55,0.15,9500
112236,C,36,Completed,2009-12-23 00:00:00,0.37453000000000003,0.35,0.34,SC,Sales - Commission,Full-time,362.0,True,"$100,000+",True,9583.333333,2.0,3.0,0.68,25.0,6500,294.03,0.22,6500
112244,AA,36,Completed,2007-04-20 00:00:00,0.08684,0.08,0.075,NJ,Other,Self-employed,164.0,True,"$100,000+",True,14166.666667,1.0,2.0,0.1,18.0,3500,109.68,0.03,3500
112263,C,36,Completed,2011-03-05 00:00:00,0.16664,0.145,0.135,OH,Professor,Full-time,7.0,False,"$50,000-74,999",True,5291.666667,1.0,1.0,0.83,13.0,6000,203.01,0.23,6000
112265,C,36,Completed,2011-08-20 00:00:00,0.25278,0.23,0.22,IA,Laborer,Full-time,135.0,True,"$25,000-49,999",True,3333.333333,3.0,9.0,0.97,16.0,3500,135.48,0.21,3500
112273,B,36,Completed,2011-02-18 00:00:00,0.13443,0.1274,0.1174,IL,Other,Full-time,12.0,False,"$50,000-74,999",True,5000.0,0.0,3.0,0.75,21.0,9500,92.25,0.2,9500
112276,AA,36,Completed,2008-07-02 00:00:00,0.11696,0.11,0.105,MA,Engineer - Electrical,Full-time,85.0,True,"$75,000-99,999",True,6416.666667,1.0,1.0,0.24,32.0,25000,818.47,0.27,25000
112287,C,36,Completed,2009-03-25 00:00:00,0.11749000000000001,0.1,0.09,FL,Other,Full-time,42.0,False,"$25,000-49,999",True,3250.0,0.0,2.0,0.0,2.0,1000,32.27,0.01,1000
112292,B,36,Chargedoff,2009-07-24 00:00:00,0.21236999999999998,0.205,0.195,IL,Clerical,Full-time,227.0,True,"$50,000-74,999",True,5215.916667,3.0,9.0,0.69,33.0,15000,561.28,0.34,15000
112295,D,36,Chargedoff,2009-02-17 00:00:00,0.16460999999999998,0.143,0.133,IL,Engineer - Mechanical,Full-time,59.0,False,"$50,000-74,999",True,6000.0,1.0,7.0,0.99,39.0,7500,257.43,0.3,7500
112315,C,36,Completed,2009-08-06 00:00:00,0.26434,0.2414,0.2314,FL,Computer Programmer,Full-time,3.0,False,"$25,000-49,999",True,3166.666667,0.0,2.0,0.59,9.0,13800,542.43,0.22,13800
112322,C,36,Completed,2010-11-30 00:00:00,0.17018,0.1485,0.1385,LA,Military Enlisted,Full-time,127.0,True,"$50,000-74,999",True,4833.333333,1.0,4.0,0.9,42.0,2500,86.48,0.33,2500
112329,A,36,Chargedoff,2009-07-13 00:00:00,0.1973,0.19,0.1775,IL,Other,Self-employed,51.0,True,"$100,000+",True,16250.0,4.0,13.0,0.38,16.0,13636,499.84,0.12,13636
112331,AA,36,Completed,2010-08-16 00:00:00,0.07841000000000001,0.07,0.065,KS,Accountant/CPA,Full-time,45.0,False,"$1-24,999",True,1250.0,0.0,1.0,0.0,3.0,2025,62.53,0.09,2025
112332,B,36,Completed,2011-03-31 00:00:00,0.15629,0.142,0.132,FL,Other,Full-time,49.0,False,"$25,000-49,999",True,2666.666667,0.0,2.0,0.62,14.0,7000,239.92,0.43,7000
112337,E,36,Defaulted,2008-02-03 00:00:00,0.27535,0.26,0.24,CA,Other,Full-time,40.0,False,"$50,000-74,999",True,6000.0,8.0,16.0,0.62,14.0,3000,120.87,0.25,3000
112338,B,36,Chargedoff,2009-05-01 00:00:00,0.14742,0.1332,0.1232,IA,Postal Service,Full-time,303.0,True,"$50,000-74,999",True,4333.333333,0.0,2.0,0.56,30.0,5000,169.24,0.26,5000
112350,D,36,Completed,2011-07-15 00:00:00,0.17677,0.155,0.145,IL,Professional,Full-time,3.0,False,"$25,000-49,999",True,2500.0,0.0,5.0,0.97,33.0,1500,52.37,0.57,1500
112358,E,36,Chargedoff,2008-02-02 00:00:00,0.20845999999999998,0.19,0.17,OH,Professional,Full-time,19.0,False,"$25,000-49,999",True,2166.666667,0.0,2.0,0.0,6.0,1000,36.66,0.02,1000
112365,D,36,Completed,2010-02-12 00:00:00,0.29689,0.2735,0.2635,IL,Truck Driver,Full-time,107.0,True,"$50,000-74,999",True,6153.583333,0.0,13.0,0.89,16.0,2000,82.03,0.05,2000
112372,D,36,Completed,2008-10-23 00:00:00,0.25278,0.23,0.22,KY,Computer Programmer,Full-time,24.0,False,"$75,000-99,999",True,7083.333333,1.0,3.0,0.55,6.0,5200,201.29,0.04,5200
112375,C,36,Chargedoff,2010-08-23 00:00:00,0.12866,0.1075,0.0975,GA,Other,Full-time,35.0,True,"$25,000-49,999",True,3750.0,2.0,10.0,0.95,22.0,6000,195.72,0.31,6000
112379,C,36,Chargedoff,2008-10-07 00:00:00,0.23504,0.2125,0.2025,GA,Other,Full-time,54.0,True,"$25,000-49,999",True,2083.333333,0.0,0.0,1.15,33.0,7500,283.53,0.54,7500
112380,C,36,Completed,2007-11-16 00:00:00,0.17139000000000001,0.1642,0.1542,AL,Engineer - Chemical,Full-time,14.0,True,"$50,000-74,999",True,4391.666667,3.0,6.0,0.86,14.0,2500,88.41,0.19,2500
112385,B,36,Completed,2007-08-13 00:00:00,0.11395,0.107,0.097,MN,Scientist,Full-time,23.0,False,"$25,000-49,999",True,2500.0,2.0,11.0,0.04,34.0,6000,195.58,0.14,6000
112388,C,36,Completed,2011-02-18 00:00:00,0.13615,0.1149,0.1049,CA,Other,Full-time,69.0,True,"$50,000-74,999",True,5833.333333,0.0,9.0,0.67,35.0,3500,115.4,0.16,3500
112390,D,36,Completed,2011-09-18 00:00:00,0.18183,0.16,0.15,AZ,Teacher's Aide,Full-time,13.0,False,"$1-24,999",True,1658.333333,2.0,3.0,0.79,22.0,5300,186.33,0.63,5300
112401,D,36,Chargedoff,2009-01-12 00:00:00,0.22432,0.2169,0.2069,IL,Clerical,Full-time,6.0,False,"$25,000-49,999",True,2166.666667,25.0,35.0,0.07,5.0,4000,152.12,0.13,4000
112412,E,36,Chargedoff,2009-02-25 00:00:00,0.37453000000000003,0.35,0.34,CO,Food Service,Full-time,75.0,False,"$1-24,999",True,1000.0,6.0,8.0,0.88,4.0,1000,45.24,0.44,1000
112422,C,36,Defaulted,2011-12-08 00:00:00,0.37453000000000003,0.35,0.34,CA,Analyst,Full-time,182.0,False,"$75,000-99,999",True,7083.333333,4.0,14.0,0.82,51.0,5900,17.8,0.32,5900
112424,AA,36,Chargedoff,2010-05-11 00:00:00,0.17722000000000002,0.17,0.17,CA,Professional,Self-employed,101.0,True,"$100,000+",True,12500.0,4.0,9.0,0.92,27.0,24000,855.67,0.39,24000
112444,A,36,Completed,2008-11-10 00:00:00,0.12197999999999999,0.115,0.11,IN,Other,Self-employed,98.0,True,"$100,000+",True,7585.166667,8.0,15.0,0.25,41.0,6500,214.34,0.29,6500
112445,A,36,Chargedoff,2009-03-30 00:00:00,0.18857000000000002,0.174,0.164,GA,Teacher,Full-time,186.0,True,"$25,000-49,999",True,3333.333333,0.0,2.0,0.56,27.0,1500,53.78,0.59,1500
112451,HR,36,Completed,2011-02-18 00:00:00,0.32285,0.3,0.29,CA,Truck Driver,Part-time,26.0,False,"$25,000-49,999",True,2500.0,17.0,54.0,0.83,20.0,2600,52.39,0.15,2600
112454,D,36,Completed,2010-06-18 00:00:00,0.303,0.29,0.28,OR,Clerical,Full-time,17.0,False,"$25,000-49,999",True,2083.333333,0.0,1.0,0.0,18.0,1500,62.86,0.22,1500
112455,B,36,Defaulted,2010-01-10 00:00:00,0.20223,0.19,0.18,OH,Other,Full-time,37.0,True,"$100,000+",True,9250.0,3.0,8.0,0.9,53.0,15000,285.97,0.62,15000
112458,AA,36,Completed,2010-12-06 00:00:00,0.13202,0.125,0.115,MI,Sales - Commission,Full-time,12.0,True,"$100,000+",True,8750.0,4.0,12.0,0.0,23.0,25000,836.34,0.19,25000
112459,A,36,Chargedoff,2010-10-13 00:00:00,0.17595999999999998,0.1615,0.1515,VA,Other,Full-time,38.0,True,"$25,000-49,999",True,3500.0,0.0,7.0,0.79,25.0,15000,528.47,0.33,15000
112461,D,36,Chargedoff,2008-06-29 00:00:00,0.25756999999999997,0.25,0.24,CA,Other,Full-time,114.0,False,"$75,000-99,999",True,7500.0,4.0,21.0,0.95,37.0,3000,119.28,0.27,3000
112462,B,36,Completed,2011-05-27 00:00:00,0.2261,0.2112,0.2012,TN,Other,Full-time,96.0,True,"$75,000-99,999",True,6250.0,3.0,10.0,0.85,40.0,3000,113.21,0.39,3000
112463,D,36,Defaulted,2009-11-14 00:00:00,0.21223000000000003,0.19,0.18,OR,Other,Full-time,130.0,False,"$75,000-99,999",True,7083.333333,4.0,12.0,0.64,17.0,7300,267.59,0.22,7300
112471,B,36,Completed,2011-01-30 00:00:00,0.21379,0.199,0.189,GA,Computer Programmer,Full-time,113.0,True,"$75,000-99,999",True,6750.0,7.0,9.0,0.54,36.0,20000,718.6,0.28,20000
112477,HR,36,Defaulted,2008-01-12 00:00:00,0.24506999999999998,0.23,0.22,MI,Sales - Commission,Full-time,12.0,True,"$50,000-74,999",True,4903.833333,14.0,50.0,1.46,23.0,4500,174.19,0.29,4500
112478,B,36,Chargedoff,2009-12-10 00:00:00,0.17219,0.165,0.155,OH,Postal Service,Full-time,251.0,True,"$50,000-74,999",True,5750.0,6.0,20.0,0.0,31.0,5900,208.89,0.24,5900
112480,B,36,Chargedoff,2008-10-28 00:00:00,0.20735,0.2,0.19,GA,Engineer - Electrical,Full-time,166.0,True,"$75,000-99,999",True,7392.666667,3.0,10.0,0.83,41.0,23000,854.76,0.37,23000
112483,B,36,Completed,2011-04-11 00:00:00,0.13814,0.124,0.114,WA,Other,Full-time,12.0,False,"$25,000-49,999",True,2100.0,0.0,0.0,0.45,15.0,15000,501.09,0.38,15000
112484,B,36,Completed,2008-09-30 00:00:00,0.13754,0.1234,0.1134,WA,Professional,Full-time,19.0,False,"$50,000-74,999",True,4166.666667,0.0,5.0,0.34,18.0,5000,166.88,0.15,5000
112490,D,36,Defaulted,2011-03-24 00:00:00,0.32378,0.3,0.29,LA,Professional,Full-time,18.0,True,"$75,000-99,999",True,6666.666667,7.0,11.0,0.96,41.0,2500,106.13,0.32,2500
112502,AA,36,Completed,2010-12-07 00:00:00,0.06616,0.0594,0.0494,MI,Computer Programmer,Full-time,77.0,True,"$50,000-74,999",True,5750.0,0.0,5.0,0.21,41.0,5400,164.13,0.18,5400
112514,HR,36,Chargedoff,2009-05-31 00:00:00,0.21853000000000003,0.2037,0.1837,GA,Professional,Full-time,129.0,True,"$25,000-49,999",True,3302.583333,3.0,8.0,0.26,42.0,3442,128.57,0.37,3442
112515,B,36,Completed,2011-03-29 00:00:00,0.14974,0.1355,0.1255,MN,Landscaping,Full-time,50.0,False,"$25,000-49,999",True,3250.0,2.0,4.0,0.62,13.0,6000,203.76,0.36,6000
112519,C,36,Defaulted,2007-09-13 00:00:00,0.16194,0.15,0.14,NY,Other,Self-employed,10.0,True,"$25,000-49,999",True,3333.333333,6.0,8.0,0.42,15.0,1500,52.0,0.17,1500
112523,D,36,Completed,2008-06-16 00:00:00,0.35805,0.35,0.34,GA,Tradesman - Electrician,Full-time,68.0,True,"$50,000-74,999",True,5083.333333,1.0,8.0,0.1,22.0,3100,140.23,0.08,3100
112527,B,36,Completed,2011-07-08 00:00:00,0.20471,0.19,0.18,CA,Administrative Assistant,Full-time,32.0,True,"$25,000-49,999",True,3007.416667,6.0,14.0,0.39,21.0,3000,109.97,0.36,3000
112528,C,36,Chargedoff,2009-10-29 00:00:00,0.14709,0.14,0.13,ME,Skilled Labor,Full-time,52.0,False,"$25,000-49,999",True,2513.333333,1.0,8.0,0.7,10.0,5500,187.98,0.37,5500
112548,A,36,Completed,2011-04-09 00:00:00,0.13410999999999998,0.12,0.11,IL,Other,Full-time,16.0,False,"$25,000-49,999",True,4160.0,5.0,7.0,0.49,19.0,3000,99.64,0.2,3000
112552,AA,36,Completed,2009-02-18 00:00:00,0.12750999999999998,0.1205,0.113,IN,Other,Full-time,93.0,True,"$25,000-49,999",True,3377.166667,1.0,1.0,0.0,18.0,19999,664.73,0.39,19999
112554,AA,36,Completed,2010-10-01 00:00:00,0.09688,0.09,0.085,CT,Computer Programmer,Full-time,124.0,True,"$100,000+",True,9166.666667,0.0,0.0,0.53,13.0,20000,630.56,0.18,20000
112555,E,36,Defaulted,2009-05-20 00:00:00,0.2148,0.2,0.19,GA,Administrative Assistant,Full-time,80.0,True,"$25,000-49,999",True,4066.666667,5.0,33.0,0.85,39.0,8000,297.31,0.26,8000
112556,D,36,Completed,2008-03-17 00:00:00,0.23226,0.2248,0.2148,OH,Computer Programmer,Full-time,10.0,True,"$75,000-99,999",True,6250.25,10.0,21.0,0.53,36.0,5000,192.2,0.31,5000
112559,C,36,Completed,2011-03-05 00:00:00,0.2021,0.18,0.17,IL,Other,Full-time,90.0,False,"$50,000-74,999",True,4583.333333,0.0,0.0,0.83,12.0,7500,264.68,0.24,7500
112564,D,36,Chargedoff,2009-01-10 00:00:00,0.22693000000000002,0.2045,0.1945,CT,Other,Full-time,20.0,False,"$25,000-49,999",True,2666.666667,3.0,6.0,1.05,2.0,2500,93.48,0.05,2500
112567,HR,36,Chargedoff,2009-01-28 00:00:00,0.2913,0.2758,0.2558,CA,Executive,Full-time,12.0,False,"$50,000-74,999",True,4583.333333,2.0,17.0,0.0,5.0,2550,104.9,0.17,2550
112570,E,36,Completed,2009-06-08 00:00:00,0.30465,0.29,0.28,CA,Teacher,Full-time,84.0,False,"$50,000-74,999",True,5721.75,3.0,10.0,1.0,17.0,4000,167.62,0.15,4000
112576,D,36,Completed,2011-03-11 00:00:00,0.31511999999999996,0.2748,0.2648,NC,Professional,Full-time,4.0,True,"$25,000-49,999",True,4000.0,7.0,24.0,0.89,19.0,1475,60.6,0.37,1475
112579,A,36,Completed,2011-07-15 00:00:00,0.1205,0.1065,0.0965,NY,Analyst,Full-time,18.0,False,"$50,000-74,999",True,5666.666667,0.0,3.0,0.16,6.0,7500,242.2,0.05,7500
112582,AA,36,Completed,2008-05-28 00:00:00,0.10440999999999999,0.0975,0.0875,OR,Teacher,Full-time,81.0,True,"$50,000-74,999",True,5333.333333,7.0,16.0,0.0,70.0,2500,80.37,0.04,2500
112586,E,36,Completed,2011-02-13 00:00:00,0.24506999999999998,0.23,0.22,MI,Food Service Management,Full-time,91.0,False,"$25,000-49,999",True,3833.333333,2.0,5.0,0.94,7.0,2500,96.77,0.15,2500
112589,D,36,Completed,2011-03-14 00:00:00,0.18386,0.162,0.152,PA,Other,Full-time,1.0,False,"$1-24,999",True,1646.666667,1.0,2.0,0.76,12.0,7500,264.42,0.3,7500
112595,B,36,Completed,2011-07-23 00:00:00,0.18997999999999998,0.1754,0.1654,FL,Professional,Full-time,105.0,True,"$50,000-74,999",True,5091.666667,0.0,12.0,0.98,26.0,5000,174.4,0.47,5000
112605,AA,36,Completed,2010-12-10 00:00:00,0.08684,0.08,0.08,CA,Professional,Self-employed,28.0,True,"$75,000-99,999",True,7500.0,3.0,9.0,0.04,13.0,5000,156.68,0.04,5000
112608,AA,36,Completed,2011-05-29 00:00:00,0.1019,0.095,0.085,IL,Other,Retired,29.0,True,"$25,000-49,999",True,2166.666667,3.0,23.0,0.18,41.0,5000,158.61,0.12,5000
112609,C,36,Defaulted,2008-05-19 00:00:00,0.15713,0.15,0.14,OR,Realtor,Full-time,118.0,True,"$1-24,999",True,1023.666667,0.0,4.0,0.77,13.0,4500,155.99,0.67,4500
112621,AA,36,Completed,2010-10-16 00:00:00,0.08718,0.07,0.065,WA,Executive,Full-time,63.0,True,"$100,000+",True,9000.0,3.0,9.0,0.58,16.0,1000,30.88,0.09,1000
112624,D,36,Completed,2011-01-27 00:00:00,0.22024000000000002,0.1979,0.1879,CA,Student - College Senior,Full-time,52.0,False,"$1-24,999",True,1250.0,0.0,17.0,0.55,7.0,8500,314.98,0.63,8500
112642,AA,36,Completed,2009-11-03 00:00:00,0.0768,0.07,0.06,MD,Other,Full-time,109.0,True,"$25,000-49,999",True,2500.0,1.0,7.0,0.02,23.0,4000,123.51,0.28,4000
112648,AA,36,Completed,2011-10-16 00:00:00,0.09378,0.08,0.07,KS,Computer Programmer,Full-time,15.0,True,"$50,000-74,999",True,4333.333333,1.0,5.0,0.0,20.0,5000,156.68,0.31,5000
112654,E,36,Chargedoff,2007-12-08 00:00:00,0.2148,0.2,0.18,CO,Clerical,Full-time,81.0,True,"$1-24,999",True,1833.3333329999998,7.0,14.0,0.97,17.0,4200,156.09,0.63,4200
112662,E,36,Chargedoff,2008-03-16 00:00:00,0.22125999999999998,0.2064,0.1964,MI,Professional,Full-time,81.0,True,"$75,000-99,999",True,7596.666667,5.0,24.0,1.37,17.0,9000,337.41,0.15,9000
112667,C,36,Completed,2010-11-23 00:00:00,0.12562,0.1045,0.0945,FL,Other,Self-employed,22.0,False,"$25,000-49,999",True,3349.583333,0.0,3.0,0.36,14.0,7000,227.35,0.13,7000
112681,HR,36,Chargedoff,2008-12-25 00:00:00,0.37453000000000003,0.35,0.34,IL,Engineer - Mechanical,Full-time,195.0,False,"$75,000-99,999",True,6650.0,1.0,5.0,0.0,15.0,3000,135.71,0.04,3000
112691,C,36,Chargedoff,2010-07-29 00:00:00,0.2618,0.2389,0.2289,CO,Other,Full-time,70.0,True,"$25,000-49,999",True,2666.666667,0.0,4.0,0.51,33.0,7500,293.81,0.3,7500
112692,D,36,Completed,2011-02-11 00:00:00,0.22034,0.198,0.188,WA,Other,Full-time,32.0,True,"$50,000-74,999",True,4166.666667,1.0,3.0,0.99,12.0,4000,148.25,0.26,4000
112694,C,36,Defaulted,2010-08-02 00:00:00,0.22741,0.2125,0.2025,MI,Other,Full-time,128.0,False,"$25,000-49,999",True,3519.833333,0.0,0.0,0.79,16.0,7500,283.53,0.48,7500
112696,B,36,Completed,2011-01-17 00:00:00,0.15428,0.14,0.13,FL,Professional,Full-time,12.0,False,"$75,000-99,999",True,8238.75,0.0,3.0,0.5,27.0,10000,341.78,0.2,10000
112698,E,36,Chargedoff,2008-10-14 00:00:00,0.28219,0.2599,0.2499,CA,Sales - Commission,Full-time,25.0,False,"$25,000-49,999",True,3333.333333,14.0,30.0,0.66,20.0,2600,104.74,0.51,2600
112712,D,36,Chargedoff,2009-09-24 00:00:00,0.25517,0.24,0.23,MI,Other,Full-time,13.0,False,"$1-24,999",False,0.083333,1.0,7.0,0.0,3.0,2850,111.81,10.01,2850
112715,B,36,Completed,2009-06-16 00:00:00,0.14207,0.135,0.125,FL,Analyst,Full-time,48.0,True,"$50,000-74,999",True,5637.166667,0.0,3.0,0.86,40.0,10196,346.0,0.46,10196
112717,A,36,Completed,2010-10-13 00:00:00,0.01315,0.0,-0.01,CA,Analyst,Full-time,158.0,False,"$100,000+",True,9166.666667,1.0,1.0,0.02,22.0,3000,83.33,0.02,3000
112719,E,36,Completed,2010-01-26 00:00:00,0.26021,0.245,0.225,TX,Other,Self-employed,31.0,True,"$1-24,999",True,546.666667,9.0,27.0,0.95,45.0,6250,246.85,4.86,6250
112732,C,36,Completed,2008-02-05 00:00:00,0.23748000000000002,0.23,0.215,CA,Other,Full-time,151.0,True,"$25,000-49,999",True,2787.083333,2.0,3.0,0.0,8.0,10000,387.1,0.42,10000
112742,C,36,Defaulted,2008-05-25 00:00:00,0.23748000000000002,0.23,0.22,MO,Professional,Full-time,26.0,False,"$50,000-74,999",True,5000.0,8.0,23.0,0.95,22.0,7500,290.32,0.59,7500
112754,D,36,Completed,2009-11-03 00:00:00,0.30349,0.28,0.27,KS,Other,Self-employed,27.0,False,"$1-24,999",True,1446.833333,0.0,2.0,0.55,10.0,3000,124.09,0.23,3000
112762,D,36,Chargedoff,2008-03-18 00:00:00,0.23706,0.22,0.21,OH,Other,Full-time,14.0,False,"$1-24,999",True,1833.3333329999998,1.0,3.0,1.0,16.0,1100,42.01,0.31,1100
112768,B,36,Completed,2010-07-27 00:00:00,0.23498000000000002,0.22,0.21,OH,Other,Full-time,34.0,False,"$25,000-49,999",True,2916.666667,0.0,2.0,0.95,12.0,10200,389.54,0.19,10200
112769,D,36,Defaulted,2009-04-01 00:00:00,0.30085,0.2774,0.2674,MO,Other,Full-time,6.0,True,"$25,000-49,999",True,2500.0,1.0,6.0,0.66,23.0,1500,61.83,0.5,1500
112773,E,36,Chargedoff,2010-01-20 00:00:00,0.34603,0.33,0.32,NC,Other,Full-time,70.0,False,"$1-24,999",True,1583.333333,1.0,10.0,0.0,21.0,6500,286.72,0.45,6500
112777,C,36,Defaulted,2008-08-20 00:00:00,0.19228,0.185,0.17,CO,Sales - Commission,Full-time,16.0,True,"$75,000-99,999",True,7215.75,2.0,3.0,0.95,22.0,15000,546.06,0.44,15000
